Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
UI/Battle/Buff/ShowBuff,Text,,버프 보기,Afficher les statistiques,強化確認,查看增益,查看增益
UI/Battle/Buff/Target_Self,Text,,자신,Soi-même,自身,自身,本身
UI/Battle/Buff/Target_Target,Text,,대상,Cible,ターゲット,目标,目標
UI/Battle/Buff/TickDamage,Text,,턴 당 {0} 피해,{0} dégâts par tour,毎ターン{0}ダメージ,每回合{0}点伤害,每回合{0}點傷害
UI/Battle/Buff/TickHeal,Text,,턴 당 {0} 회복,{0} PV restaurés par tour,毎ターン{0}回復,每回合{0}点治疗,每回合{0}點治療
UI/Battle/Buff/TickPerHeal,Text,,턴 당 최대체력의 {0}% 회복,Restaure {0}% des PV max. par tour,毎ターン最大体力の{0}%回復,每回合恢复最大体力值的{0}%,每回合恢復最大體力值的{0}%
UI/Battle/CantUseSkill,Text,,선택할 수 있는 대상이 없습니다.,Aucune cible disponible.,指定できるターゲットがありません,没有可选择的目标。,沒有可選擇的目標。
UI/Battle/DebuffGuard,Text,디버프를 방어했을 때 출력,디버프 방어!,Malus bloqué !,デバフ防御！,防御减益！,防禦減益！
UI/Battle/DebuffResist,Text,디버프를 저항했을 때 출력,저항,Résisté !,レジスト,抵抗,抵抗
UI/Battle/Dodged,Text,,회피함!,Esquivé !,回避！,闪避！,閃避！
UI/Battle/Endure,Text,,버텨냄!,A encaissé !,耐える！,撑住！,撐住！
UI/Battle/Item/BodyGuardNeck_0,Text,,보디가드의 넥타이 효과 발생!,La Cravate du Protecteur s'est activée !,ボディーガードネクタイの効果発生！,触发护卫领带效果！,觸發護衛領帶效果！
UI/Battle/Item/ForestSword/Disable,Text,,사용 불가,Inutilisable,使用不可,无法使用,無法使用
UI/Battle/Item/ForestSword/Enable,Text,,사용 가능,Utilisable,使用可能,可以使用,可以使用
UI/Battle/Item/FoxOrb_0,Text,,봉인된 구슬 업그레이드 됨!,Orbe scellé amélioré !,封じられたオーブアップグレード！,封印灵珠升级！,封印靈珠升級！
UI/Battle/Item/FoxOrb_1,Text,,봉인된 구슬 {0}/{1},Orbe scellé {0}/{1},封じられたオーブ{0}/{1},封印灵珠 {0}/{1},封印靈珠 {0}/{1}
UI/Battle/LeftTurn,Text,,턴 남음,Tours restants,残りターン,剩余回合,剩餘回合
UI/Battle/SelectTarget,Text,,"대상을 선택하세요
선택 취소 - <sprite name=Click>","Sélectionnez une cible 
Annuler - <sprite name=Click>","ターゲットを選択してください。
選択キャンセル - <sprite name=Click>","请选择目标
 取消选择 - <sprite name=Click>","請選擇目標
 取消選擇 - <sprite name=Click>"
UI/Battle/TargetChanged,Text,,타겟 변경됨!,Cible changée !,ターゲット変更！,目标已更改！,目標已更改！
UI/Battle/TargetTooltip/Crihit,Text,,치명 적중률 <color=#ff7c34>{0}%</color>,Chances de coup critique <color=#ff7c34>{0}%</color>,クリティカル<color=#ff7c34>{0}%</color>,暴击命中率 <color=#ff7c34>{0}%</color>,暴擊命中率 <color=#ff7c34>{0}%</color>
UI/Battle/TargetTooltip/DebuffSR,Text,,성공률 <color=#ff7c34>{0}%</color>,Chances de réussite <color=#ff7c34>{0}%</color>,成功率<color=#ff7c34>{0}%</color>,成功率 <color=#ff7c34>{0}%</color>,成功率 <color=#ff7c34>{0}%</color>
UI/Battle/TargetTooltip/Dmg,Text,,피해량 <color=#ff7c34>{0}</color>,Dégâts <color=#ff7c34>{0}</color>,ダメージ<color=#ff7c34>{0}</color>,伤害 <color=#ff7c34>{0}</color>,傷害 <color=#ff7c34>{0}</color>
UI/Battle/TargetTooltip/Hit,Text,,적중률 <color=#ff7c34>{0}%</color>,Précision <color=#ff7c34>{0}%</color>,命中率<color=#ff7c34>{0}%</color>,命中率 <color=#ff7c34>{0}%</color>,命中率 <color=#ff7c34>{0}%</color>
UI/Battle/TauntTargetAlart,Text,,<sprite=0>도발중인 대상을 지정해야 합니다.,Sélectionnez une cible sous l'effet de <sprite=0>Provocation.,<sprite=0>挑発状態のターゲットを指定してください。,<sprite=0>需要指定嘲讽中的目标。,<sprite=0>需要指定嘲諷中的目標。
UI/Battle/Tooltip/Casting,Text,,"캐스팅 중인 스킬의 목록입니다
목록의 스킬들은 턴의 맨 마지막에 순서대로 시전됩니다","Liste des compétences actuellement en concentration. 
Les compétences en concentration sont lancées après la fin de votre tour.","キャスト中のスキルのリストです。
 リストのスキルはターンの最後に順番に使われます。","蓄力中的技能目录
  目录内的技能将在回合结束时按顺序释放。","蓄力中的技能目錄
  目錄內的技能將在回合結束時依序釋放。"
UI/Battle/Tooltip/Deck,Text,,"덱에 남아있는 스킬의 수입니다.
뽑을 스킬이 없다면 버려진 스킬을 섞어 넣습니다.","Nombre de compétences restantes dans le deck. 
S'il n'en reste plus, les compétences de la défausse sont mélangées puis replacées dans le deck.","デッキに残っているスキルの数です。
引くスキルがないと捨てられたデッキにあるスキルをデッキに戻してシャッフルします。","牌库中剩余的技能数量。
  若没有可抽取的技能，则洗入弃牌。","牌庫中剩餘的技能數量。
  若沒有可抽取的技能，則洗入棄牌。"
UI/Battle/Tooltip/DeckNum,Text,,"<b>덱에 남아있는 스킬 수</b>
덱에 스킬이 {0}개, 버려진 스킬은 {1}개 입니다.
더이상 뽑을 스킬이 없으면 버려진 스킬들을 모두 덱에 섞어넣습니다","<b>Nombre de compétences dans le deck</b> 
Il reste {0} compétence(s) dans le deck et {1} dans la défausse. 
Si le deck est vide, les compétences de la défausse sont mélangées puis replacées dans le deck.","<b>デッキに残っているスキル/b>
デッキにスキルが{0}個、捨てられたデッキにスキルが{1}個です。
スキルを引けない場合、捨てられたデッキにあるスキルをデッキに戻してシャッフルします。","<b>牌库中剩余的技能数量</b>
  牌库中的技能{0}个，弃掉的技能{1}个。
  若没有可抽取的技能，则将所有弃牌洗入牌库。","<b>牌庫中剩餘的技能數量</b>
  牌庫中的技能{0}個，棄掉的技能{1}個。
  若沒有可抽取的技能，則將所有棄牌洗入牌庫。"
UI/Battle/Tooltip/EnemyActCount,Text,,{0}번 스킬 사용 시 행동합니다.,Agit après l'utilisation de {0} compétence(s).,{0}回目にスキルを使用する時、行動します。,使用{0}次技能时行动。,使用{0}次技能時行動。
UI/Battle/Tooltip/HPBar,Text,,"<b>체력 바</b>
캐릭터의 체력 바입니다.
초록색 바는 <b>회복게이지</b>로 <b>온전하게 회복할 수 있는 수치</b>입니다. 회복게이지를 초과한 회복량은 대폭 줄어듭니다.
전투 종료 시 남아있는 회복게이지는 자동으로 치유됩니다.","<b>Barre de vie</b>
La barre verte représente la <b>Jauge de soin</b>, qui indique <b>la quantité de PV pouvant être restaurée</b>. 
Les soins dépassant la partie verte de la barre seront moins efficaces.
La Jauge de soin est toujours entièrement restaurée après chaque combat.","<b>体力ゲージ</b>
 キャラクターの体力ゲージです。
 緑のゲージは<b>回復ゲージ</b>で、<b>ペナルティーなく回復できるゲージ</b>です。
 回復ゲージを超えた回復にはペナルティーが付きます。
 戦闘終了時残っている回復ゲージは自動的に回復されます。","<b>体力槽</b>
  角色的体力槽。
  绿色槽是<b>体力极限</b>，是<b>能够完整恢复的数值</b>。超过体力极限的恢复量将大幅减少。
  战斗结束时，剩余的体力极限将自动回满。","<b>體力槽</b>
  角色的體力槽。
  綠色槽是<b>體力極限</b>，是<b>能完整恢復的數值</b>。超過體力極限的恢復量將大幅減少。
  戰鬥結束時，剩餘的體力極限將自動回滿。"
UI/Battle/Tooltip/MP,Text,,"이번 턴 동안 사용할 수 있는 마나입니다
마나는 남아있는 마나와 관계없이 매 턴마다 채워집니다
마나는 10을 넘을 수 없습니다.","Cette jauge indique la quantité de Mana que vous pouvez utiliser ce tour-ci.
Le Mana est entièrement restauré au début de chaque tour, quel que soit le montant restant.
Le Mana maximal ne peut pas dépasser 10.","このターンに使えるマナです。
マナは毎ターン最大値まで回復します。
マナは最大10を超えられません。","本次回合内可使用的法力值
  法力值将在每回合自动回满
  法力值无法超过10点。","本次回合內可使用的法力值
  法力值將在每回合自動回滿
  法力值無法超過10點。"
UI/Battle/Tooltip/Mist,Text,,"해당 턴이 지나면 모든 파티원은 고통대미지를 받으며, 스피드가 감소하고, 회복게이지 초과 회복이 불가능합니다.
<b>안개가 주는 고통 피해는 점점 증가합니다.</b>","À partir de ce tour, tous les alliés perdent de la Vitesse, ne peuvent plus bénéficier de Sursoins et subissent des dégâts de Douleur à la fin de chaque tour.
<b>Les dégâts de Douleur infligés par le brouillard augmentent progressivement.</b>","このターンからパーティー全員は毎ターン苦痛ダメージを受け、敵のスピードがアップし、回復ゲージ以上の回復ができません。
<b>霧の苦痛ダメージは毎ターン増加します。</b>","超过该回合时，所有队员受到痛苦伤害，速度减少，并无法超出体力极限获得治疗。
  <b>迷雾造成的痛苦伤害会逐渐增加。</b>","超過該回合時，所有隊員受到痛苦傷害，速度減少，無法超出體力極限獲得治療。
  <b>迷霧造成的痛苦傷害會逐漸增加。 </b>"
UI/Battle/Tooltip/TempItemAlarm,Text,,<sprite name=TempItemAlarm>전투 종료 시 사라집니다.,<sprite name=TempItemAlarm>Supprimé à la fin du combat.,<sprite name=TempItemAlarm>戦闘終了時消えます。,<sprite name=TempItemAlarm>战斗结束后消失。,<sprite name=TempItemAlarm>戰鬥結束後消失。
UI/Battle/Tooltip/TrashButton,Text,,"손에 있는 스킬을 선택해 버리고 드로우 할 수 있습니다
턴 마다 사용 횟수가 초기화됩니다
단축키 - {0}","Échange
Sélectionnez une compétence de votre main et défaussez-la afin d'en piocher une autre.
Le nombre d'Échanges est réinitialisé au début de chaque tour.
Raccourci : {0}","手札のスキルを選択し、捨てた後にドローします。
毎ターン、交換回数が初期化されます。
ホットキー - {0}","可弃掉手中的技能并重新抽牌
  每回合使用次数重置
  快捷键 - {0}","可棄手中的技能並重新抽牌
  每回合使用次數重置
  快速鍵 - {0}"
UI/Battle/Tooltip/TrashDeck,Text,,버려진 스킬 수 입니다.,Nombre de compétences écartées.,捨てられたデッキにあるスキルの数です。,被弃掉的技能数。,被棄掉的技能數。
UI/Battle/Tooltip/TurnEnd,Text,,"클릭하면 턴을 마칩니다
단축키 - {0}","Cliquez pour terminer le tour.
Raccourci : {0}","クリックするとターンを終了します。
 ホットキー - {0}","点击结束回合
  快捷键 - {0}","點擊結束回合
  快速鍵 - {0}"
UI/Battle/Tooltip/WaitButton,Text,,"대기하여 모든 적의 행동카운트를 1 낮추어 적이 먼저 행동하도록 합니다.
턴 마다 사용 횟수가 초기화됩니다","Attente
Utilisez Attente pour réduire de 1 le nombre d'Actions de tous les ennemis et leur permettre d'agir en premier.
Le nombre d'Attentes est réinitialisé au début de chaque tour.","待機し、敵の行動カウントを1下げ、敵を先に行動させます。
毎ターン、待機回数が初期化されます。","暂时等待，降低所有敌人1点行动倒计时，使敌人优先行动。
每回合使用次数重置。","暫時等待，降低所有敵人1點行動計數，使敵人優先行動。
每回合使用次數重置。"
UI/Battle/TurnEnd,Text,,턴 종료,Fin du tour,ターン終了,结束回合,結束回合
