Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],
Character/Azar_Text_Battle_Healed_0,Text,,휴... 정말 위험했어.,Ouf... C'était moins une.,危なかった...。,呼...刚刚真是太险了。,呼......剛剛真是太險了。,
Character/Azar_Text_Battle_Healed_1,Text,,고마워. 이제 제대로 싸울 수 있겠어...,"Merci. Maintenant, je peux me battre correctement...",ありがとう。これでもっと戦える。,谢谢你，接下来可以好好打一架了...,謝謝你，接下來可以好好打一架了...,
Character/Azar_Text_Battle_Idle_0,Text,,걱정 마. 잘 할 수 있어.,Ne t'inquiète pas. Tout ira bien.,心配いらない。,别担心，你可以的。,別擔心，你可以的。,
Character/Azar_Text_Battle_Idle_1,Text,,서두르지 마. 시간은 많으니까.,Pas besoin de se presser. Nous avons largement le temps.,焦るな、まだ時間はある。,别着急，我们还有很多时间。,別急，我們還有很多時間。,
Character/Azar_Text_Battle_Kill_0,Text,,너무 뻔해!,C'était évident !,見え見えだ！,毫无悬念！,毫無懸念！,
Character/Azar_Text_Battle_Kill_1,Text,,하핫. 너무 쉬운걸?,Haha. Ce n'est pas un peu trop facile ?,はは、手応えないな！,哈哈，这也太简单了吧？,哈哈，這也太簡單了吧？,
Character/Azar_Text_Battle_Kill_2,Text,,그렇지!,Très bien !,よし！,干的漂亮！,干的漂亮！,
Character/Azar_Text_Battle_ND_0,Text,,으윽...!,Argh... !,くっ...！,咳咳...！,咳咳...！,
Character/Azar_Text_Battle_ND_1,Text,,"이런, 꽤 아픈걸...","Aïe, ça fait mal...",かなり効いたな...！,哎呦，有点疼啊...,哎呦，有點痛啊...,
Character/Azar_Text_Battle_ND_2,Text,,집중해! 난 괜찮으니까...,Concentre-toi ! Je vais m'en sortir...,集中しろ！僕は大丈夫...！,别管我！我没事...,別管我！我沒事...,
Character/Azar_Text_Battle_Start_0,Text,,놈들이 왔어.,Les voilà.,敵だ。来るぞ...！,敌人来了。,敵人來了。,
Character/Azar_Text_Battle_Start_1,Text,,이번에도 잘 넘어가자고.,Refaisons un essai.,いつも通りやろう。,希望这次也能顺利通过。,希望這次也能順利通過。,
Character/Azar_Text_Field_GetItem_0,Text,,좋은 장비인지 확인해 봐.,On a eu un bon butin ?,どんな物か確認しよう。,看看是不是捡到了好装备。,看看是不是撿到好裝備了。,
Character/Azar_Text_Field_GetItem_1,Text,,어떤 장비가 나왔으려나...,Voyons ce qu'on a obtenu cette fois...,どんな装備が出たかな...？,会是什么装备呢...,會是什麼裝備呢...,
Character/Azar_Text_Field_Idle_0,Text,,타임셰이드는 어디에 있지?,Où est l'Ombre du Temps ?,タイムシェイドはどこだ？,时光之影在哪儿？,時光之影在哪裡？,
Character/Azar_Text_Field_Idle_1,Text,,시계탑을 작동해야 해.,Nous devons activer la Tour de l'Horloge.,時計塔を起動させないと。,我们要启动钟楼。,我們要啟動鐘樓。,
Character/Azar_Text_Field_Idle_2,Text,,서둘러.,Dépêchons-nous.,急ごう。,抓紧时间。,抓緊時間。,
Character/Azar_Text_Field_Idle_3,Text,,곧장 나아가자.,Allons tout droit.,まっすぐ進もう。,勇往直前吧。,勇往直前吧。,
Character/Azar_Text_Field_Idle_4,Text,,우리의 목표는 시계탑이야.,Notre objectif est la Tour de l'Horloge.,目標は時計塔だ。,我们的目标是钟楼。,我們的目標是鐘樓。,
Character/Azar_Text_Field_Potion_N_0,Text,,이 맛은... 적응이 안 되네.,Ce goût... Je ne m'y habitue pas.,この味は...好きになれないな...。,这个味道...实在是喝不惯。,這個味道......實在是喝不慣。,
Character/Azar_Text_Field_Potion_N_1,Text,,음... 좋지는 않네.,Eh bien... Ce n'est pas terrible.,美味くは...ないな...。,嗯...说不上好。,嗯...說不上好。,
Character/Azar_Text_Field_Potion_P_0,Text,,뭔가 좋아진 느낌인데?,Je me sens un peu mieux ?,良くなった気がする。,好像感觉不错？,好像感覺不錯？,
Character/Azar_Text_Field_Potion_P_1,Text,,좋은 효과의 물약인가?,Cette potion a un bon effet ?,これがポーションの効果？,这个药水是什么效果？,這個藥水是什麼效果？,
Character/Azar_Text_PharosLeader_0,Text,,...나한테 악의는 없어.,"... Rien de personnel, gamin.",...悪気はない。,...我没有恶意。,...我沒有惡意。,
Character/Azar_Text_PharosLeader_1,Text,,다시 이쪽 편인 건가?,Je suis encore de ce côté ?,戻ったのか。,我又回到这边了？,我又回到這邊了？,
Character/Azar_Text_PharosLeader_2,Text,,"후우, 적당히 할 걸 그랬나?","Ouf, j'en ai peut-être trop fait.",ふう、やりすぎたか？,呼，是不是有点用力过猛了？,呼，是不是有點用力過猛了？,
Character/Azar_Text_Witch_0,Text,,얼마든지!,"Oui, quand tu veux !",いつでも来い！,来吧！,來吧！,
Character/Azar_Text_Witch_1,Text,,이제야 더 재미있어지겠어....,Ça devient vraiment amusant...,面白くなってきたな...,开始有点意思了...,開始有點意思了...,
Character/Azar_name,Text,,아자르,Azar,アザール,阿扎尔,阿札爾,
Character/Control_CampSelectWord,Text,,보인다. 네가 날 데려갈 거라는 사실이.,Je le vois bien. Tu comptes m'emmener avec toi.,見える。私を選択する未来が。,我早已预见到你将会选择我。,我早已預見你將會選擇我。,
Character/Control_PassiveDes,Text,,"턴 시작시 무작위 적에게 '파악됨!' 디버프를 부여합니다.
'파악됨!' 디버프가 부여된 적은 다음 행동이 어떤 캐릭터를 타겟하는지 알 수 있습니다.","Applique le malus « Identifié ! » à un ennemi aléatoire au début de chaque tour. 
Vous pouvez voir les intentions des ennemis affectés par « Identifié ! ».","ターン開始時、ランダムな敵を「洞察」状態にする。
「洞察」状態の敵は、次の行動のターゲットが誰かを表示する。","回合开始时，给随机敌人附加“洞察”减益。
获得“洞察”减益的敌人将暴露下一次的行动目标。","回合開始時，給隨機敵人附加「洞察」減益。
獲得「洞察」減益的敵人將暴露下一次的行動目標。",
Character/Control_PassiveName,Text,,심리 파악,Psychométrie,心理把握,读心术,讀心術,
Character/Control_SelectInfo,Text,,"마음을 꿰뚫어보고 조종할 수 있는 심리술사 나르한.
이런 그의 능력 덕분에 조사단원들은 그와 가까이 하고 싶지 않아 합니다.

적들을 집중적으로 방해할 수 있는 방해 디버프 전문가입니다.
다양한 방해 디버프로 적의 행동을 막고, 패시브를 이용하여 더 전략적으로 전투를 풀어나갈 수 있습니다.","Narhan est un psychologue capable de lire et de manipuler les esprits. 
L'équipe d'investigation hésite à s'approcher de lui à cause de ce pouvoir. 

C'est un spécialiste des malus de contrôle (CC), capable de perturber efficacement les ennemis. 
Son passif et ses nombreux malus vous aideront à empêcher les actions ennemies et à aborder les combats de manière plus stratégique.","ナールハンは心の中を見透かし、精神を操る心理術使いです。
この能力のために、彼は調査団員たちから敬遠されています。

 敵を集中的に妨害できる、妨害効果のスペシャリストです。
様々な妨害効果で敵の行動を防ぎつつ、パッシブでより戦略的に戦闘できます。","纳尔汗是能够洞察并操纵人心的心灵术士。
由于他的这种能力，调查队员都不太愿意接近他。

纳尔汗是优秀的行动干扰专家。
能够使用各种干扰减益阻止敌人的行动，并利用被动有策略性地展开战斗。","納爾汗是能夠洞察並操縱人心的心靈術士。
由於他的這種能力，調查隊員都不太願意接近他。
 
納爾汗是優秀的行動干擾專家。
能夠使用各種干擾減益阻止敵人的行動，並利用被動有策略地展開戰鬥。",
Character/Control_SkinDesc,Text,,"심리술사인 나르한에게 깨끗한 복장은 무엇보다 중요한 요소 중 하나다. 술사가 말끔하면 말끔할수록, 사람들의 마음의 허들이 낮아지기 때문이다.","Pour un psychologue comme Narhan, porter des vêtements impeccables est primordial. Plus vous paraissez propre et soigné, plus les gens s'ouvrent facilement à vous.",心理術使いであるナールハンにとって綺麗な服装はなにより大事だ。服装がきちんとしていればいるほど、人々の心のハードルが低くなるからである。,对于心灵术士纳尔汗来说，着装是他最看重的要素之一。因为干净整洁的外表，常常能使人放松警惕。,對心靈術士納爾汗來說，穿著是他最重視的要素之一。因為乾淨整潔的外表，常常能讓人放鬆警戒。,
Character/Control_Text_Battle_AllyND_0,Text,,빨리 회복시켜.,"Soigne-moi, vite.",早く回復しろ。,快给我治疗。,快給我治療。,
Character/Control_Text_Battle_AllyND_1,Text,,"뭐해, 위험하잖아!",Qu'est-ce que tu fais ? C'est dangereux !,フン、危ないじゃないか。,干什么呢，危险！,幹嘛呢，危險！,
Character/Control_Text_Battle_Cri_0,Text,,두려워 해라!,Crains-moi !,恐れ慄け！,惧怕我吧！,懼怕我吧！,
Character/Control_Text_Battle_Cri_1,Text,,하하하하하!,Hahahahaha !,ハハハハハ！,哈哈哈哈哈！,哈哈哈哈哈！,
Character/Control_Text_Battle_Healed_0,Text,,"흠, 고맙군.","Hmpf, merci.",ふむ、感謝する。,唔，感谢。,唔，感謝。,
Character/Control_Text_Battle_Healed_1,Text,,위험했어.,C'était dangereux.,フン、危ない所だった。,刚刚好险。,剛剛好險。,
Character/Control_Text_Battle_Idle_0,Text,,어디 잘 해보라고.,Montre-moi ce dont tu es capable.,せいぜい、足掻いてみせろ。,好好展示一下你们的实力吧。,好好展現一下你們的實力吧。,
Character/Control_Text_Battle_Idle_1,Text,,시간 낭비야.,Quelle perte de temps.,時間の無駄だ。,你这是在浪费时间。,你這是在浪費時間。,
Character/Control_Text_Battle_Idle_2,Text,,내 눈에는 다 보여.,Je peux prévoir chacun de tes mouvements.,お見通しだ。,没有什么能逃得过我的眼睛。,沒有什麼能逃得過我的眼睛。,
Character/Control_Text_Battle_Kill_0,Text,,도망치랬지!,Je t'avais dit de courir !,失せろと言ったはずだ！,让你跑了吗？,讓你跑了嗎？,
Character/Control_Text_Battle_Kill_1,Text,,죽을 때 까지 공격하려 하는군...,Il nous attaque encore dans son dernier souffle...,死ぬつもりか？,死到临头了还想要攻击我们...,死到臨頭了還想要攻擊我們...,
Character/Control_Text_Battle_Kill_2,Text,,어리석은 녀석!,Imbécile !,愚か者め！,愚蠢的家伙！,愚蠢的傢伙！,
Character/Control_Text_Battle_ND_0,Text,,"이, 이럴수가!",M-Mais qu'est-ce que... ?,こ、こんなはずでは...。,这，这怎么可能！,這，這怎麼可能！,
Character/Control_Text_Battle_ND_1,Text,,이렇게 된것도 계획이냐!?,Ça faisait partie du plan ?!,これも計画の内か？,这也在你的计划之中吗！？,這也在你的計畫之中嗎！ ？,
Character/Control_Text_Battle_Start_0,Text,,놈들을 파악해주지.,Je vais révéler leurs intentions.,見えたぞ。,让我来洞察一下吧。,讓我來洞察一下吧。,
Character/Control_Text_Battle_Start_1,Text,,"도망쳐라, 하찮은 것들아.","Courez, bande d'idiots.",逃げ惑え、ハエ共。,快逃命吧，你们这些蠢货。,快逃命吧，你們這些蠢貨。,
Character/Control_Text_Field_GetItem_0,Text,,흥미 없어.,Ça ne m'intéresse pas.,興味がない。,真没劲。,真沒勁。,
Character/Control_Text_Field_Idle_0,Text,,이곳에 아직 살아있는 녀석들은 너무 불쾌하군...,Ceux qui ont survécu ici sont vraiment détestables...,ここの生存者どもは不愉快だ...。,这些家伙居然还没死，可真招人烦...,這些傢伙居然還沒死，可真招人煩...,
Character/Control_Text_Field_Idle_1,Text,,루시... 넌 대체 뭐지?,Lucy... Que es-tu... ?,ルシー...お前はいったい...。,露西...你究竟是什么人？,露西...你究竟是什麼人？,
Character/Control_Text_Field_Idle_2,Text,,...옷이 더러워지겠어.,...Mon équipement est en train de se salir.,...服が汚れる。,...别弄脏了我的衣服。,...別弄髒了我的衣服。,
Character/Control_Text_Field_Idle_3,Text,,내게 명령하지 마라.,Ne me donne pas d'ordres.,私に命令するな。,不要命令我。,不要命令我。,
Character/Control_Text_Field_Idle_4,Text,,다시는 오고 싶지 않은 곳이군.,Je ne veux pas revenir ici.,二度と来たくない場所だな。,可别再让我来这个鬼地方了。,但別再讓我來這個鬼地方了。,
Character/Control_Text_Field_Potion_N_0,Text,,큭... 이런걸 준거냐?,*ricane*... C'est toi qui m'as donné ça ?,フン...私によこすと？,咳咳...你就给我这东西？,咳...你就給我這東西？,
Character/Control_Text_Field_Potion_P_0,Text,,...고맙다.,...Merci.,...感謝する。,...谢谢。,...謝謝。,
Character/Control_Text_MasterTarget,Text,,내가 사라져도... 알고 있겠지? 네가 뭘 해야 할지.,"Même si je disparais... Tu comprends, n'est-ce pas ? Tu sais ce que tu dois faire.",私が消えても...分かっているな？どうするべきなのか。,就算我消失了...你也应该知道你要怎么做吧？,就算我消失了...你也該知道你要怎麼做吧？,
Character/Control_Text_PharosLeader_0,Text,,...교단을 적대하는 어리석은 녀석들.,"...Imbéciles, ennemis de l'Ordre.",...教団に敵対する愚か者共が。,......一群和教团作对的蠢货。,...一群和教團作對的蠢貨。,
